sample_id,text,word_count
wt_5058,"Cave paintings from more than 3 @,@ 500 years ago document burns and their management . The earliest Egyptian records on treating burns describes dressings prepared with milk from mothers of baby boys , and the 1500 BCE Edwin Smith Papyrus describes treatments using honey and the salve of resin . Many other treatments have been used over the ages , including the use of tea leaves by the Chinese documented to 600 BCE , pig fat and vinegar by Hippocrates documented to 400 BCE , and wine and myrrh by Celsus documented to 100 CE . French barber @-@ surgeon Ambroise Paré was the first to describe different degrees of burns in the 1500s . Guillaume Dupuytren expanded these degrees into six different severities in 1832 .",128
wt_5059,"Galveston 's modern architecture include the American National Insurance Company Tower ( One Moody Plaza ) , San Luis Resort South and North Towers , The Breakers Condominiums , The Galvestonian Resort and Condos , One Shearn Moody Plaza , US National Bank Building , the Rainforest Pyramid at Moody Gardens , John Sealy Hospital Towers at UTMB and Medical Arts Building ( also known as Two Moody Plaza ) .",71
wt_5060,"The Languedoc @-@ Roussillon region shares many terrain and climate characteristics with the neighboring regions of Southern Rhone and Provence . The region stretches 150 miles ( 240 km ) from the Banyuls AOC at the Spanish border and Pyrenees in the west , along the coast of the Mediterranean Sea to the Rhone River and Provence in the east . The northern boundaries of the region sit on the Massif Central with the Cévennes mountain ranges and valleys dominating the area . Many vineyards are located along the Hérault River .",92
wt_5061,"Some sources give Stephen 's place of birth as Marylebone , London , others as Glasgow . The eldest of eleven children in a "" closely @-@ knit ... family "" , her father was a tailor . She has been described as "" virtually the only Scottish working @-@ class Women 's Social and Political Union ( WSPU ) member about whom anything is known "" . She attended Sunday schools separately linked to the church and to socialism , and was educated at North Kelvinside School . She won a scholarship to train as a pupil @-@ teacher .",101
wt_5062,"The main industries are tourism , agriculture , fishing and forestry . Skye is part of the Highland Council local government area . The island 's largest settlement is Portree , known for its picturesque harbour . There are links to various nearby islands by ferry and , since 1995 , to the mainland by a road bridge . The climate is mild , wet and windy . The abundant wildlife includes the golden eagle , red deer and Atlantic salmon . The local flora is dominated by heather moor , and there are nationally important invertebrate populations on the surrounding sea bed . Skye has provided the locations for various novels and feature films and is celebrated in poetry and song .",123
wt_5063,"Among the new hotels is the six floor Jazeera Palace Hotel . It was built in 2010 and officially opened in 2012 . Situated within a 300m radius of the Aden Adde International Airport , it has a 70 @-@ room capacity with a 70 % occupancy rate . The hotel expects to host over 1 @,@ 000 visitors by 2015 , for which it plans to construct a larger overall building and conference facilities . A new landslide hotel within the airport itself is also slated to be completed by the end of the year .",97
wt_5064,"For Pokiri , Mahesh sported a longer hair style than in his previous films and shed five kilograms of weight . He used a new wardrobe and the same pair of shoes throughout the film . Jagannadh wanted to cast Ayesha Takia as the female lead . Due to a last minute change , the makers opted to replace Takia and considered several actresses including Deepika Padukone . Jagannadh approached Parvati Melton to play the female lead . She declined the offer because , at that time , her parents were against her decision to become an actress . He also approached Kangana Ranaut who could not accept the role because of scheduling conflicts with the filming of her scenes in Gangster ( 2006 ) . After seeing stills of Ileana D 'Cruz in her Telugu debut Devadasu ( 2006 ) , Jagannadh signed her as the female lead since he needed a girl who looked like a teenager to play the role of the aerobics teacher .",168
wt_5065,"There were many watches and warning issued during the passage of Hurricane Abby throughout the Caribbean . Some gale warnings were issued from the Grenadines to Guadeloupe starting on July 10 . Around 1600 UTC later that day , a hurricane watch was issued for the Virgin Islands and Puerto Rico . Several hours later , the watch was extended to include Dominican Republic and Haiti . All warnings were discontinued later , after the storm passed by .",79
wt_5066,"Here , where men sit and hear each other groan ;",11
wt_5067,"NY 38 continues north as an unnamed highway to the hamlet of Conquest , a small community built up around the intersection of NY 38 and Fuller and Slayton Roads . It continues on into the town of Victory , where the undeveloped fields give way to cultivated fields used as farmland . The route heads through mostly desolate surroundings to the hamlet of Victory , a slightly larger community centered on NY 38 . The route proceeds through the hamlet , passing by several homes on its way to a junction with NY 370 just north of the community . Past this point , the homes cease again as NY 38 presses on through more fields and forests to the town of Sterling .",125
wt_5068,"The aircraft was assigned the airport 's Runway 22 for the takeoff , but used Runway 26 instead . Analysis of the cockpit voice recorder ( CVR ) indicated the aircraft was cleared to take off from Runway 22 , a 7 @,@ 003 feet ( 2 @,@ 135 m ) strip used by most airline traffic at Lexington . Instead , after confirming "" Runway two @-@ two "" , Captain Jeffrey Clay taxied onto Runway 26 , an unlit secondary runway only 3 @,@ 500 feet ( 1 @,@ 100 m ) long , and turned the controls over to First Officer James Polehinke for takeoff . The air traffic controller was not required to maintain visual contact with the aircraft ; after clearing the aircraft for takeoff , he turned to perform administrative duties and did not see the aircraft taxi to the runway .",148
