sample_id,text,word_count
wt_57,"The twin impacts of hurricanes Ingrid and Manuel prompted officials in Mexico to declare a state of emergency in 155 municipalities in Veracruz , Tamaulipas , Chiapas , Oaxaca , Guerrero , and Chihuahua . The nation 's Health Ministry sent medical crews across the country to affected areas in an effort to prevent the spread of disease ; the agency also suggested residents boil their water . Officials opened shelters in Tamaulipas for residents whose houses were damaged , housing about 2 @,@ 000 people in the weeks following the storm . The Mexican food bank sent about 800 tons of food to the hardest @-@ hit parts of the country in Guerrero , Veracruz , and Sinaloa . In addition , the Mexican Red Cross delivered 186 tons of food to Veracruz alone . Volunteers delivered about 600 blankets and various cleaning supplies to the town of Pánuco . Following the storms , the National Civil Protection Coordination received the authority to prevent housing construction in areas at risk for mudslides and flooding ; the law had passed in 2012 , but initially lacked the authority to enforce it . Some residents in Tamaulipas complained at the slow pace of receiving aid . In response , the Gulf Cartel brought relief items to Aldama , with one columnist for El Universal suggesting that this was to gain favor with local residents .",234
wt_58,"Cadmium makes up about 0 @.@ 1 mg kg − 1 ( ppm ) of Earth 's crust . Typical background concentrations in other environmental media are : atmosphere < 5 ng m − 3 ; soil < 2 mg kg − 1 ; vegetation < 0 @.@ 5 mg kg − 1 ; freshwater < 1 ug L − 1 ; seawater < 50 ng L − 1 ; sediment < 2 mg kg − 1 . Compared with the more abundant 65 ppm zinc , cadmium is rare . No significant deposits of cadmium @-@ containing ores are known . Greenockite ( CdS ) , the only cadmium mineral of importance , is nearly always associated with sphalerite ( ZnS ) . This association is caused by geochemical similarity between zinc and cadmium , with no geological process likely to separate them . Thus , cadmium is produced mainly as a byproduct from mining , smelting , and refining sulfidic ores of zinc , and , to a lesser degree , lead and copper . Small amounts of cadmium , about 10 % of consumption , are produced from secondary sources , mainly from dust generated by recycling iron and steel scrap . Production in the United States began in 1907 , but not until after World War I did cadmium come into wide use .",228
wt_59,"After a performance at Manchester 's Deaf Institute on 21 February 2010 , Contactmusic.com writer Katy Ratican awarded Diamandis a 9 / 10 rating , stating "" Next time she plays Manchester , it will be to a sold out Academy 2 audience , with a top @-@ selling album gracing the merchandising stand . Marina won 't be playing to a few hundred people above a trendy bar in the foreseeable future "" .",75
wt_60,"Exact number of planned submarines remains unclear , according to media reports about three to six submarines are planned to be built . The first boat of the class , INS Arihant is expected to be commissioned by 2016 . The first four vessels are expected to be commissioned by 2023 . In December 2014 , the work on a second nuclear reactor began and the second boat , INS Aridhaman is being prepared for sea trials . The next three ships in the class , after the lead ship , will be larger and have 8 missile launch tubes to carry up to 8 K4 and a more powerful pressurized water reactor than INS Arihant . A larger follow on class to the arihant class is also planned , these new boats will be capable of carrying 12 to 16 ballistic missiles .",144
wt_61,"On 4 June 1952 , Evita rode with Juan Perón in a parade through Buenos Aires in celebration of his re @-@ election as President of Argentina . Evita was by this point so ill that she was unable to stand without support . Underneath her oversized fur coat was a frame made of plaster and wire that allowed her to stand . She took a triple dose of pain medication before the parade , and took another two doses when she returned home .",85
wt_62,"Amanita muscaria and Amanita pantherina are illegal to buy , sell , or possess since December 2008 . Possession of amounts larger than 0.5g dried or 5g fresh lead to a criminal charge .",34
wt_63,4 Eu + 3 O2 → 2 Eu2O3,8
wt_64,The Omaha District of the U.S. Army Corps of Engineers operates from the city .,15
wt_65,"William Etty , the seventh son of a York baker and miller , had been an apprentice printer in Hull . On completing his seven @-@ year apprenticeship at the age of 18 he moved to London "" with a few pieces of chalk crayons "" , and the intention of becoming a history painter in the tradition of the Old Masters . He enrolled in the Schools of the Royal Academy of Arts , studying under renowned portrait painter Thomas Lawrence . He submitted numerous paintings to the Royal Academy over the following decade , all of which were either rejected or received little attention when exhibited .",109
wt_66,"The authors ' say that nuclear power and clean coal are not clean technologies . Apart from the risks associated with nuclear power , "" multibillion @-@ dollar nuclear plants are simply not cost @-@ effective when compared with other energy sources . "" The authors also believe that clean coal is an oxymoron for a myriad of reasons , including the sheer number of coal mine @-@ related deaths and the fact that coal @-@ fired plants , even some cleaner ones , are major contributors to serious illnesses such as asthma , heart disease , and mercury poisoning .",101
wt_67,"On stage , Olivier and Leigh starred in Romeo and Juliet on Broadway . It was an extravagant production , but a commercial failure . In The New York Times Brooks Atkinson praised the scenery but not the acting : "" Although Miss Leigh and Mr Olivier are handsome young people they hardly act their parts at all . "" The couple had invested almost all their savings in the project , and its failure was a grave financial blow . They were married in August 1940 , at the San Ysidro Ranch in Santa Barbara .",97
